msg_id,sender,recipient,timestamp,size,delivered_timestamp,padded_size,is_dummy
dummy_0069,U09,U02,23.021,256,23.168964932892656,384,True
m00013,U08,U10,23.601,627,23.504775551318275,768,
dummy_0071,U08,U08,23.601,256,24.11716340747341,768,True
m00021,U09,U04,24.267,287,24.42437316447252,384,
dummy_0073,U09,U01,24.267,512,24.509981439596476,384,True
m00064,U06,U01,24.396,151,24.161614512531354,256,
dummy_0075,U06,U03,24.396,256,24.7173240373903,256,True
m00047,U05,U03,24.97,374,24.928285522618584,512,
m00056,U03,U07,25.754,368,25.327260721099634,384,
dummy_0078,U03,U02,25.754,384,26.47060492158051,512,True
m00016,U06,U02,26.338,454,26.122987391216657,512,
dummy_0080,U06,U01,26.338,256,26.866174436008166,512,True
m00077,U05,U07,26.991,282,27.422756039436077,256,
m00032,U02,U01,27.18,772,26.944465921487126,768,
dummy_0083,U02,U02,27.18,384,27.470643748620372,512,True
m00068,U09,U02,27.466,278,27.169597312327454,384,
dummy_0085,U09,U03,27.466,256,27.74178487644893,256,True
m00028,U10,U06,27.489,331,27.623284447309196,384,
dummy_0087,U10,U03,27.489,512,28.12878345611374,384,True
m00022,U10,U06,27.548,478,27.78923090834793,512,
dummy_0089,U10,U06,27.548,384,27.726311716412532,256,True
m00089,U06,U09,28.13,791,28.464595019886016,768,
dummy_0091,U06,U03,28.13,512,28.259280200718198,256,True
m00025,U07,U01,28.866,370,29.264924636526473,384,
dummy_0093,U07,U03,28.866,768,29.213575044230232,384,True
m00052,U10,U04,29.541,584,29.966763822569558,768,
dummy_0095,U10,U05,29.541,256,30.257991343264326,384,True
m00053,U07,U05,30.246,236,30.48256447175508,256,
m00011,U09,U07,30.463,891,30.76523513893714,768,
dummy_0098,U09,U04,30.463,256,30.674438490086512,768,True
m00024,U09,U03,31.121,304,31.493166782906087,384,
dummy_0100,U09,U03,31.121,384,31.46576089711214,384,True
m00015,U03,U07,32.928,775,32.45166443470145,768,
dummy_0102,U03,U08,32.928,512,33.70482237283385,512,True
m00098,U08,U07,32.956,427,33.097481738607634,512,
m00029,U04,U03,33.045,366,33.081215732478725,512,
dummy_0105,U04,U01,33.045,512,33.26999747132073,256,True
m00007,U08,U09,33.172,460,32.780402547214706,512,
dummy_0107,U08,U04,33.172,256,33.57747571870942,768,True
m00066,U07,U02,34.247,308,34.6465047329112,384,
dummy_0109,U07,U03,34.247,384,34.34818389475304,512,True
m00051,U02,U05,34.403,586,34.33429739962499,768,
m00063,U08,U03,34.797,818,34.9201554099464,768,
dummy_0112,U08,U01,34.797,768,35.25198575282469,512,True
m00019,U10,U07,38.829,228,38.731400387057725,256,
dummy_0114,U10,U05,38.829,768,39.39445060394894,384,True
m00001,U08,U09,39.096,618,39.211514915951376,768,
dummy_0116,U08,U10,39.096,384,39.40871246448784,768,True
m00044,U07,U06,39.589,252,39.87475882747758,384,
dummy_0118,U07,U07,39.589,384,39.998511859513364,768,True
m00080,U09,U08,39.71,313,40.003735399106006,384,
dummy_0120,U09,U04,39.71,512,39.86935687570759,256,True
m00003,U07,U01,41.75,257,42.068423464536664,384,
dummy_0122,U07,U03,41.75,384,42.41459402620339,256,True
m00036,U05,U09,42.158,136,41.70421371809276,256,
dummy_0124,U05,U04,42.158,768,42.3089797604292,384,True
m00041,U03,U09,42.276,381,42.49434591549899,384,
dummy_0126,U03,U05,42.276,256,42.83524060777825,256,True
m00006,U04,U08,43.551,339,43.829420406767326,384,
dummy_0128,U04,U03,43.551,256,44.01357042531062,384,True
m00010,U05,U02,44.589,730,45.00647001445544,768,
dummy_0130,U05,U09,44.589,512,45.15630441281044,768,True
m00014,U08,U04,44.624,339,44.73665232276176,384,
dummy_0132,U08,U08,44.624,384,45.036139528453695,768,True
m00073,U04,U03,44.64,218,44.59006975724691,256,
m00058,U09,U08,46.077,249,45.85431135313074,384,
dummy_0135,U09,U04,46.077,256,46.36921821284228,512,True
m00020,U04,U01,46.231,301,45.96549357801464,384,
m00090,U02,U10,46.665,206,46.24557765765767,256,
dummy_0138,U02,U02,46.665,256,47.259493399186184,768,True
m00094,U09,U01,46.785,604,46.69259936966658,768,
dummy_0140,U09,U06,46.785,768,47.468023818538335,256,True
m00030,U02,U10,47.826,518,48.18273203230393,768,
dummy_0142,U02,U10,47.826,512,48.585919160203865,768,True
m00055,U04,U07,48.668,341,49.021447950569105,512,
dummy_0144,U04,U09,48.668,384,49.28224384252945,768,True
m00017,U03,U10,50.397,250,50.11642163462143,256,
dummy_0146,U03,U07,50.397,768,50.965211534436044,384,True
m00095,U10,U09,50.443,755,50.783505663062556,768,
m00031,U05,U01,50.505,364,50.539123629532504,512,
dummy_0149,U05,U04,50.505,768,50.62397143243822,384,True
m00046,U05,U02,51.511,247,51.87785135559513,256,
dummy_0151,U05,U01,51.511,512,51.75916219894804,512,True
m00062,U05,U04,52.045,335,52.306229707894026,384,
dummy_0153,U05,U05,52.045,256,52.321590072247666,768,True
m00048,U01,U10,52.723,196,52.24238328705001,256,
m00054,U10,U07,53.981,181,53.830960343720186,256,
dummy_0156,U10,U02,53.981,256,54.109180696278536,384,True
m00004,U04,U02,54.086,368,53.78536068236253,384,
dummy_0158,U04,U03,54.086,256,54.51749274266229,384,True
m00074,U07,U10,54.553,298,54.51803398343522,384,
dummy_0160,U07,U01,54.553,256,55.07807324572365,384,True
m00078,U02,U03,54.804,966,55.26872077303409,768,
dummy_0162,U02,U10,54.804,768,55.30705770988869,768,True
m00009,U07,U10,55.331,264,55.77247059854131,256,
dummy_0164,U07,U10,55.331,512,55.600994566375995,256,True
m00057,U02,U08,55.931,376,56.22722721660021,384,
dummy_0166,U02,U09,55.931,512,56.33086460926432,256,True
m00083,U02,U07,56.444,314,56.44996078967708,384,
m00026,U09,U04,56.461,291,56.78333091809006,256,
m00035,U05,U10,57.117,432,57.25258510610144,512,
dummy_0170,U05,U03,57.117,512,57.34029587276024,768,True
m00008,U04,U09,57.135,1052,57.099873771634506,768,
dummy_0172,U04,U01,57.135,256,57.83119921201353,512,True
m00039,U09,U04,57.934,422,58.31563118400277,512,
dummy_0174,U09,U10,57.934,512,58.501731929311845,256,True
m00045,U05,U03,58.074,683,58.06830650361592,768,
dummy_0176,U05,U07,58.074,512,58.73248264977966,512,True
m00042,U09,U04,58.619,366,58.999319979758226,512,
dummy_0178,U09,U06,58.619,384,59.080639076200455,256,True
