msg_id,sender,recipient,timestamp,size,delivered_timestamp,padded_size,is_dummy
dummy_0076,U09,U09,30.463,448,31.222117289060364,256,True
m00024,U09,U03,31.121,304,31.240381510332103,320,
m00015,U03,U07,32.928,775,32.95078271553196,896,
dummy_0079,U03,U08,32.928,512,33.2479287039569,768,True
m00098,U08,U07,32.956,427,32.58687828212746,448,
m00029,U04,U03,33.045,366,33.474018331705516,448,
dummy_0082,U04,U07,33.045,320,33.84391810859811,320,True
m00007,U08,U09,33.172,460,33.20963440410162,512,
dummy_0084,U08,U02,33.172,448,33.8886049215805,640,True
m00066,U07,U02,34.247,308,34.03198739121666,320,
m00051,U02,U05,34.403,586,34.20551714297889,768,
m00063,U08,U03,34.797,818,34.825940692602266,896,
m00019,U10,U07,38.829,228,39.260756039436075,256,
m00001,U08,U09,39.096,618,38.860465921487126,768,
m00044,U07,U06,39.589,252,39.24444790977499,256,
dummy_0091,U07,U07,39.589,512,39.83151811862921,1024,True
m00080,U09,U08,39.71,313,39.69853185214938,384,
m00003,U07,U01,41.75,257,41.34229846771273,256,
dummy_0094,U07,U10,41.75,384,42.08348957702356,512,True
m00036,U05,U09,42.158,136,41.81958197627389,256,
m00041,U03,U09,42.276,381,42.33690686477475,384,
m00006,U04,U08,43.551,339,43.74201962375588,320,
dummy_0098,U04,U02,43.551,384,44.05875669654286,768,True
m00010,U05,U02,44.589,730,44.21644551928214,768,
m00014,U08,U04,44.624,339,44.92012230488805,384,
m00073,U04,U03,44.64,218,44.350076538339756,256,
dummy_0102,U04,U02,44.64,768,45.35889429101571,384,True
m00058,U09,U08,46.077,249,46.502763822569555,256,
dummy_0104,U09,U05,46.077,256,46.793991343264324,384,True
m00020,U04,U01,46.231,301,46.46756447175508,320,
m00090,U02,U10,46.665,206,46.96723513893714,256,
m00094,U09,U01,46.785,604,46.55180570959447,768,
dummy_0108,U09,U01,46.785,448,47.486015275936445,448,True
m00030,U02,U10,47.826,518,48.14258660559693,512,
dummy_0110,U02,U07,47.826,448,48.08204648304407,768,True
m00055,U04,U07,48.668,341,48.4962619511977,384,
m00017,U03,U10,50.397,250,50.17612499272187,320,
m00095,U10,U09,50.443,755,50.92414968719826,768,
m00031,U05,U01,50.505,364,50.12034175185143,448,
dummy_0115,U05,U01,50.505,768,50.631780038147284,640,True
m00046,U05,U02,51.511,247,51.73954506065271,256,
m00062,U05,U04,52.045,335,52.05642305966948,384,
m00048,U01,U10,52.723,196,52.47772250613858,256,
dummy_0119,U01,U09,52.723,448,53.30380000284017,640,True
m00054,U10,U07,53.981,181,53.91229739962499,256,
m00004,U04,U02,54.086,368,54.209155409946405,448,
dummy_0122,U04,U01,54.086,768,54.54098575282469,640,True
m00074,U07,U10,54.553,298,54.45540038705772,320,
dummy_0124,U07,U05,54.553,768,55.118450603948936,384,True
m00078,U02,U03,54.804,966,54.91951491595138,1024,
m00009,U07,U10,55.331,264,54.83140593969729,256,
m00057,U02,U08,55.931,376,56.01098478119568,448,
m00083,U02,U07,56.444,314,56.38615979930481,320,
m00026,U09,U04,56.461,291,56.862180825828254,320,
dummy_0130,U09,U06,56.461,640,56.759650483495115,320,True
m00035,U05,U10,57.117,432,57.43542346453666,512,
m00008,U04,U09,57.135,1052,56.85964066599728,1024,
dummy_0133,U04,U01,57.135,320,57.923755215947295,896,True
m00039,U09,U04,57.934,422,57.84844101099772,448,
dummy_0135,U09,U03,57.934,768,58.302784927174926,448,True
m00045,U05,U03,58.074,683,57.7215713450913,768,
m00042,U09,U04,58.619,366,58.97944056542252,448,
