msg_id,sender,recipient,timestamp,size,delivered_timestamp,padded_size,is_dummy
dummy_0169,U05,U03,52.045,256,52.476492742662295,1024,True
m00048,U01,U10,52.723,196,53.17075702221665,256,
dummy_0171,U01,U02,52.723,1024,52.94045240035746,256,True
m00054,U10,U07,53.981,181,54.25879188617544,256,
dummy_0173,U10,U08,53.981,512,54.09897489784823,1024,True
m00004,U04,U02,54.086,368,54.263347286850404,512,
dummy_0175,U04,U08,54.086,1024,54.3248308439642,384,True
m00074,U07,U10,54.553,298,54.154901305445975,384,
dummy_0177,U07,U10,54.553,1024,55.21686957455231,256,True
m00078,U02,U03,54.804,966,54.65120376530845,1024,
dummy_0179,U02,U09,54.804,256,55.35728027783976,768,True
m00009,U07,U10,55.331,264,55.65333091809006,256,
dummy_0181,U07,U09,55.331,768,56.055102510363575,384,True
m00057,U02,U08,55.931,376,55.866487145007675,512,
dummy_0183,U02,U04,55.931,1024,56.462138647837484,768,True
m00083,U02,U07,56.444,314,56.40887377163451,384,
dummy_0185,U02,U01,56.444,256,57.140199212013535,512,True
m00026,U09,U04,56.461,291,56.84263118400277,384,
dummy_0187,U09,U10,56.461,512,57.028731929311846,256,True
m00035,U05,U10,57.117,432,57.11130650361592,512,
dummy_0189,U05,U07,57.117,512,57.77548264977966,512,True
m00008,U04,U09,57.135,1052,57.515319979758225,1024,
dummy_0191,U04,U06,57.135,384,57.596639076200454,256,True
m00039,U09,U04,57.934,422,57.67535605037268,512,
dummy_0193,U09,U04,57.934,768,58.517426537612565,768,True
m00045,U05,U03,58.074,683,58.36693286813232,768,
dummy_0195,U05,U10,58.074,1024,58.34431361471373,512,True
m00042,U09,U04,58.619,366,58.59226048875952,384,
dummy_0197,U09,U09,58.619,512,59.10427193092968,768,True
